,genres,genre_counts,year,is_latin
936,latin pop,0,2022,latin
937,puerto rican pop,0,2022,latin
938,australian dance,0,2022,nonlatin
939,australian pop,0,2022,nonlatin
940,corrido,0,2022,latin
941,musica mexicana,0,2022,latin
942,musica potosina,0,2022,latin
943,norteno,0,2022,latin
944,norteno-sax,0,2022,latin
945,sierreno,0,2022,latin
946,banda,0,2022,latin
947,cumbia sonorense,0,2022,latin
948,musica costena,0,2022,latin
949,tejano,0,2022,latin
950,dark r&b,0,2022,nonlatin
951,rebel blues,0,2022,nonlatin
952,teen pop,0,2022,nonlatin
953,none,0,2022,unknown
954,canadian contemporary r&b,0,2022,nonlatin
955,girl group,0,2022,nonlatin
956,funk pop,0,2022,nonlatin
957,funk rj,0,2022,nonlatin
958,pagode baiano,0,2022,latin
959,pop nacional,0,2022,latin
960,pop worship,0,2022,nonlatin
961,worship,0,2022,nonlatin
962,electropop,0,2022,nonlatin
963,etherpop,0,2022,nonlatin
964,indie poptimism,0,2022,nonlatin
965,bergen indie,0,2022,nonlatin
966,gauze pop,0,2022,nonlatin
967,bedroom soul,0,2022,nonlatin
968,scandipop,0,2022,nonlatin
969,chicago rap,0,2022,nonlatin
970,alternative r&b,0,2022,nonlatin
971,ccm,0,2022,nonlatin
972,christian alternative rock,0,2022,nonlatin
973,christian music,0,2022,nonlatin
974,show tunes,0,2022,nonlatin
975,pov: indie,0,2022,nonlatin
976,canadian rock,0,2022,nonlatin
977,british singer-songwriter,0,2022,nonlatin
978,deep talent show,0,2022,nonlatin
979,house,0,2022,nonlatin
980,indietronica,0,2022,latin
981,uk dance,0,2022,nonlatin
982,album rock,0,2022,nonlatin
983,classic rock,0,2022,nonlatin
984,hard rock,0,2022,nonlatin
985,mellow gold,0,2022,nonlatin
986,rock,0,2022,nonlatin
987,soft rock,0,2022,nonlatin
988,yacht rock,0,2022,nonlatin
989,acoustic pop,0,2022,nonlatin
990,australian alternative pop,0,2022,nonlatin
991,norwegian pop,0,2022,nonlatin
992,colombian pop,0,2022,latin
993,banda sinaloense,0,2022,latin
994,duranguense,0,2022,latin
995,grupera,0,2022,latin
996,sad sierreno,0,2022,latin
997,mexican pop,0,2022,latin
998,rock en espanol,0,2022,latin
999,ranchera,0,2022,latin
1000,latin arena pop,0,2022,latin
1001,reggaeton,0,2022,latin
1002,urbano latino,0,2022,latin
1003,spanish pop,0,2022,latin
1004,latin viral pop,0,2022,latin
1005,reggaeton colombiano,0,2022,latin
1006,trap latino,0,2022,latin
1007,cantautora mexicana,0,2022,latin
1008,latin alternative,0,2022,latin
1009,mexican rock,0,2022,latin
1010,bachata,0,2022,latin
1011,bachata dominicana,0,2022,latin
1012,tropical,0,2022,nonlatin
1013,uk contemporary r&b,0,2022,nonlatin
1014,mariachi,0,2022,latin
1015,latin talent show,0,2022,latin
1016,reggaeton flow,0,2022,latin
1017,latin hip hop,0,2022,latin
1018,trap colombiano,0,2022,latin
1019,rap latina,0,2022,latin
1020,dembow,0,2022,nonlatin
1021,rap dominicano,0,2022,latin
1022,cumbia pop,0,2022,latin
1023,trap argentino,0,2022,latin
1024,pop venezolano,0,2022,latin
1025,pop argentino,0,2022,latin
1026,panamanian pop,0,2022,latin
1027,pop reggaeton,0,2022,latin
1028,bedroom pop,0,2022,nonlatin
1029,cumbia peruana,0,2022,latin
1030,hip pop,0,2022,nonlatin
1031,queens hip hop,0,2022,nonlatin
1032,latin rock,0,2022,latin
1033,funk carioca,0,2022,latin
1034,funk das antigas,0,2022,latin
1035,funk ostentacao,0,2022,nonlatin
1036,sertanejo universitario,0,2022,latin
1037,vallenato,0,2022,latin
1038,argentine hip hop,0,2022,latin
1039,rap canario,0,2022,latin
1040,r&b en espanol,0,2022,latin
1041,peruvian indie,0,2022,latin
1042,concurso de talentos argentino,0,2022,latin
1043,urbano mexicano,0,2022,latin
1044,cumbia,0,2022,latin
1045,pop electronico,0,2022,latin
1046,tropical alternativo,0,2022,latin
1047,latintronica,0,2022,latin
1048,puerto rican indie,0,2022,latin
