,spotify_id,artist_id,track_name,album_name,artist_name,date,duration,pop,genres,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,year,is_latin
0,5Gu0PDLN4YJeW75PpBSg9p,"5p7f24Rk5HkUZsaS3BLG5F,4AVFqumd2ogHFlRbKIjp1t,3b8QkneNDz4JHKKKlLgYZg,4olE3I5QU0dvSR7LIpqTXc","Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld,Alesso,Florida Georgia Line,WATT",2017-09-08,174800,78,pop,0.664,0.708,8,-4.154,0.0474,0.0337,0.0,0.0841,0.742,103.07,2018,nonlatin
1,5Gu0PDLN4YJeW75PpBSg9p,"5p7f24Rk5HkUZsaS3BLG5F,4AVFqumd2ogHFlRbKIjp1t,3b8QkneNDz4JHKKKlLgYZg,4olE3I5QU0dvSR7LIpqTXc","Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld,Alesso,Florida Georgia Line,WATT",2017-09-08,174800,78,dance pop,0.664,0.708,8,-4.154,0.0474,0.0337,0.0,0.0841,0.742,103.07,2018,nonlatin
2,5Gu0PDLN4YJeW75PpBSg9p,"5p7f24Rk5HkUZsaS3BLG5F,4AVFqumd2ogHFlRbKIjp1t,3b8QkneNDz4JHKKKlLgYZg,4olE3I5QU0dvSR7LIpqTXc","Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld,Alesso,Florida Georgia Line,WATT",2017-09-08,174800,78,edm,0.664,0.708,8,-4.154,0.0474,0.0337,0.0,0.0841,0.742,103.07,2018,nonlatin
3,5Gu0PDLN4YJeW75PpBSg9p,"5p7f24Rk5HkUZsaS3BLG5F,4AVFqumd2ogHFlRbKIjp1t,3b8QkneNDz4JHKKKlLgYZg,4olE3I5QU0dvSR7LIpqTXc","Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld,Alesso,Florida Georgia Line,WATT",2017-09-08,174800,78,pop dance,0.664,0.708,8,-4.154,0.0474,0.0337,0.0,0.0841,0.742,103.07,2018,nonlatin
4,5Gu0PDLN4YJeW75PpBSg9p,"5p7f24Rk5HkUZsaS3BLG5F,4AVFqumd2ogHFlRbKIjp1t,3b8QkneNDz4JHKKKlLgYZg,4olE3I5QU0dvSR7LIpqTXc","Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld,Alesso,Florida Georgia Line,WATT",2017-09-08,174800,78,progressive electro house,0.664,0.708,8,-4.154,0.0474,0.0337,0.0,0.0841,0.742,103.07,2018,nonlatin
5,5Gu0PDLN4YJeW75PpBSg9p,"5p7f24Rk5HkUZsaS3BLG5F,4AVFqumd2ogHFlRbKIjp1t,3b8QkneNDz4JHKKKlLgYZg,4olE3I5QU0dvSR7LIpqTXc","Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld,Alesso,Florida Georgia Line,WATT",2017-09-08,174800,78,contemporary country,0.664,0.708,8,-4.154,0.0474,0.0337,0.0,0.0841,0.742,103.07,2018,nonlatin
6,5Gu0PDLN4YJeW75PpBSg9p,"5p7f24Rk5HkUZsaS3BLG5F,4AVFqumd2ogHFlRbKIjp1t,3b8QkneNDz4JHKKKlLgYZg,4olE3I5QU0dvSR7LIpqTXc","Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld,Alesso,Florida Georgia Line,WATT",2017-09-08,174800,78,country,0.664,0.708,8,-4.154,0.0474,0.0337,0.0,0.0841,0.742,103.07,2018,nonlatin
7,5Gu0PDLN4YJeW75PpBSg9p,"5p7f24Rk5HkUZsaS3BLG5F,4AVFqumd2ogHFlRbKIjp1t,3b8QkneNDz4JHKKKlLgYZg,4olE3I5QU0dvSR7LIpqTXc","Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld,Alesso,Florida Georgia Line,WATT",2017-09-08,174800,78,country pop,0.664,0.708,8,-4.154,0.0474,0.0337,0.0,0.0841,0.742,103.07,2018,nonlatin
8,5Gu0PDLN4YJeW75PpBSg9p,"5p7f24Rk5HkUZsaS3BLG5F,4AVFqumd2ogHFlRbKIjp1t,3b8QkneNDz4JHKKKlLgYZg,4olE3I5QU0dvSR7LIpqTXc","Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld,Alesso,Florida Georgia Line,WATT",2017-09-08,174800,78,country road,0.664,0.708,8,-4.154,0.0474,0.0337,0.0,0.0841,0.742,103.07,2018,nonlatin
9,5Gu0PDLN4YJeW75PpBSg9p,"5p7f24Rk5HkUZsaS3BLG5F,4AVFqumd2ogHFlRbKIjp1t,3b8QkneNDz4JHKKKlLgYZg,4olE3I5QU0dvSR7LIpqTXc","Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld,Alesso,Florida Georgia Line,WATT",2017-09-08,174800,78,modern country rock,0.664,0.708,8,-4.154,0.0474,0.0337,0.0,0.0841,0.742,103.07,2018,nonlatin
