,artist_id,artist_name,genres,is_latin
268,5L1lO4eRHmJ7a0Q6csE5cT,LISA,k-pop,nonlatin
269,1uU7g3DNSbsu0QjSEqZtEd,Masked Wolf,australian hip hop,nonlatin
270,1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,"puerto rican pop,reggaeton,trap latino,urbano latino",latin
271,4yvcSjfu4PC0CYQyLy4wSq,Glass Animals,"gauze pop,indietronica,modern rock,pov: indie,shiver pop",nonlatin
272,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,"permanent wave,pop",nonlatin
273,048LktY5zMnakWq7PTtFrz,CKay,"afro r&b,afrobeats",nonlatin
274,26cMerAxjx9GedFt0lMDjm,Bella Poarch,modern alternative pop,nonlatin
275,163tK9Wjr9P9DmM0AVK7lm,Lorde,"art pop,metropopolis,nz pop,pop",nonlatin
276,4IVAbR2w4JJNJDDRFP3E83,6LACK,"atl hip hop,melodic rap,r&b,rap,trap",nonlatin
277,7arQA31aZVS8yS6zUveWzb,CJ,nyc rap,nonlatin
278,7iK8PXO48WeuP03g8YR51W,Myke Towers,"reggaeton,trap latino,urbano latino",latin
279,2LmcxBak1alK1bf7d1beTr,Juhn,"reggaeton,reggaeton flow,trap latino,urbano latino",latin
280,3eVa5w3URK5duf6eyVDbu9,ROSÉ,k-pop,nonlatin
281,44vREmJC0OlVZjZaGLqVEd,Morray,pop rap,nonlatin
282,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,"chicago rap,hip hop,rap",nonlatin
283,3rWZHrfrsPBxVy692yAIxF,WILLOW,"afrofuturism,pop,post-teen pop,pov: indie",nonlatin
284,4exLIFE8sISLr28sqG1qNX,Travis Barker,rap rock,nonlatin
285,3PhoLpVuITZKcymswpck5b,Elton John,"glam rock,mellow gold,piano rock,rock",nonlatin
286,6n28c9qs9hNGriNa72b26u,PNAU,"alternative dance,aussietronica,australian dance,australian electropop",nonlatin
287,7FNnA9vBm6EKceENgCGRMb,Anitta,"funk pop,funk rj,pagode baiano,pop,pop nacional",latin
288,3klZnJvYGIbWritVwQD434,Duncan Laurence,dutch pop,nonlatin
289,5qa31A9HySw3T7MKWI9bGg,FLETCHER,"alt z,pop",nonlatin
290,64H8UqGLbJFHwKtGxiV8OP,THE ANXIETY,modern alternative pop,nonlatin
291,1xoxekeb8jUVHKJB7m6bfg,Tyler Cole,bedroom soul,nonlatin
292,6TLwD7HPWuiOzvXEa3oCNe,Oliver Tree,alternative hip hop,nonlatin
293,2WgfkM8S11vg4kxLgDY3F5,StarBoi3,viral rap,nonlatin
294,3MZsBdqDrRTJihTHQrO6Dq,Joji,viral pop,nonlatin
295,3Xt3RrJMFv5SZkCfUE8C1J,Kim Petras,"alt z,pop,transpop",nonlatin
296,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"art pop,art rock,baroque pop,new wave pop,permanent wave,piano rock,singer-songwriter",nonlatin
297,57vWImR43h4CaDao012Ofp,Steve Lacy,afrofuturism,nonlatin
298,2VSHKHBTiXWplO8lxcnUC9,GAYLE,modern alternative pop,nonlatin
299,37230BxxYs9ksS7OkZw3IU,Chencho Corleone,"reggaeton,reggaeton flow,trap latino,urbano latino",latin
300,716NhGYqD1jl2wI1Qkgq36,Bizarrap,"argentine hip hop,pop venezolano,trap argentino,trap latino,urbano latino",latin
301,52iwsT98xCoGgiGntTiR7K,Quevedo,"rap canario,trap latino,urbano latino",latin
302,2W8yFh0Ga6Yf3jiayVxwkE,Dove Cameron,pop,nonlatin
303,6HaGTQPmzraVmaVxvz6EUc,Jung Kook,k-pop,nonlatin
304,67MNhiAICFY6Pwc2YxCO0K,Elley Duhé,alt z,nonlatin
305,2feDdbD5araYcm6JhFHHw7,Labrinth,"indie poptimism,pop",nonlatin
306,7f5Zgnp2spUuuzKplmRkt7,Lost Frequencies,"belgian edm,edm,pop dance,tropical house",nonlatin
307,6ydoSd3N2mwgwBHtF6K7eX,Calum Scott,pop,nonlatin
308,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,"modern rock,pop,rock",nonlatin
309,6U3ybJ9UHNKEdsH7ktGBZ7,JID,"hip hop,pop rap,rap,underground hip hop",nonlatin
310,57nPqD7z62gDdq37US9XJR,Arcane,none,unknown
311,47mIJdHORyRerp4os813jD,League of Legends,"speedrun,video game music",nonlatin
312,29PgYEggDV3cDP9QYTogwv,Carolina Gaitán - La Gaita,movie tunes,nonlatin
313,36CUTsdtNgCwMq6zKD1l8I,Mauro Castillo,"modern salsa,movie tunes,salsa colombiana",latin
314,72kqSqk124Vnl1wtT6q9Fh,Adassa,movie tunes,nonlatin
315,2as15AH2BTrPk8v4gyElmr,Rhenzy Feliz,none,unknown
316,18MFcGBHtyW0mU3ufcm0X1,Diane Guerrero,movie tunes,nonlatin
317,5PYToRCsrnvikZg3yl2JMr,Stephanie Beatriz,"hollywood,movie tunes",nonlatin
318,3xLU748QxpTmIVaiNXXg0P,Encanto - Cast,movie tunes,nonlatin
319,1QfpRUtH14JLoY6F6AYmwt,The Rare Occasions,la indie,latin
320,687cZJR45JO7jhk1LHIbgq,Tems,"afro r&b,alte,nigerian pop",nonlatin
321,6QrQ7OrISRYIfS5mtacaw2,Jaymes Young,indie poptimism,nonlatin
322,79AyR6ATpj2LTPxfb6FX50,Lauren Spencer Smith,"alt z,gen z singer-songwriter",nonlatin
323,5FxD8fkQZ6KcsSYupDVoSO,Omar Apollo,"bedroom pop,bedroom soul",nonlatin
324,1Yj5Xey7kTwvZla8sqdsdE,Cris Mj,"mambo chileno,urbano chileno",latin
325,7qmpXeNz2ojlMl2EEfkeLs,Nicky Youre,singer-songwriter pop,nonlatin
326,38PzLQE4GW8o7A18oGhi0x,dazy,none,unknown
327,5n9bMYfz9qss2VOW89EVs2,Bomba Estéreo,"cumbia,latin alternative,latin rock,pop electronico,tropical alternativo",latin
328,26dSoYclwsYLMAKD3tpOr4,Britney Spears,"dance pop,pop",nonlatin
329,46pWGuE3dSwY3bMMXGBvVS,Rema,"afrobeats,nigerian pop",nonlatin
330,46xBNx0j6cwY6sD9LgMTm1,Rosa Linn,alt z,nonlatin
331,5XKFrudbV4IiuE5WuTPRmT,Stephen Sanchez,gen z singer-songwriter,nonlatin
332,6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,"hip pop,pop",nonlatin
333,4qXC0i02bSFstECuXP2ZpL,Blxst,"pop rap,westcoast flow",nonlatin
334,1PpDfXOUG7gxUjR1quWnwp,Amanda Reifer,barbadian pop,nonlatin
335,3MdXrJWsbVzdn6fe5JYkSQ,Latto,trap queen,nonlatin
336,5H4yInM5zmHqpKIoMNAx4r,Central Cee,melodic drill,nonlatin
337,5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,"boy band,dance pop,pop",nonlatin
338,6dn6x1XOng3LOAnfTjUn77,AJ Mitchell,"alt z,pop",nonlatin
339,6O74knDqdv3XaWtkII7Xjp,Boyz II Men,"boy band,contemporary r&b,new jack swing,r&b,urban contemporary",nonlatin
340,6wwj6pIJdMJJyDQsQVtPzR,Jess and Gabriel,social media pop,nonlatin
341,57WHJIHrjOE3iAxpihhMnp,Louis Tomlinson,pop,nonlatin
342,3iri9nBFs9e4wN7PLIetAw,gnash,"alt z,pop",nonlatin
343,6xvpfMjWTougrRRtK7iikz,Mason Ramsey,"contemporary country,country",nonlatin
344,20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,"modern rock,pop",nonlatin
345,28y6CyJNkGNjJQKrlx4AmN,HRVY,pop,nonlatin
346,4AK6F7OLvEQ5QYCBNiQWHq,One Direction,"boy band,pop,post-teen pop,talent show",nonlatin
347,0fiWOxhsBsQQvFDtxUQWo0,Brett Young,"contemporary country,country,country road,modern country rock",nonlatin
348,3FfbgiZhcCkoiI7IzOwXlI,Ben Abraham,indie anthem-folk,latin
349,4Rxn7Im3LGfyRkY2FlHhWi,Nick Jonas,"dance pop,pop",nonlatin
350,6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON,"dance rock,modern alternative rock,modern rock,neo mellow,pop rock",nonlatin
351,1QRj3hoop9Mv5VvHQkwPEp,Olivia O'Brien,"alt z,pop",nonlatin
352,6T5tfhQCknKG4UnH90qGnz,DNCE,"dance pop,pop",nonlatin
353,2NhdGz9EDv2FeUw6udu2g1,The Wanted,"boy band,dance pop,pop,post-teen pop",nonlatin
354,1ovPxptMcDubQ0CgYsS5hm,Grupo Legitimo,"corrido,musica mexicana,musica potosina,norteno,norteno-sax,sierreno",latin
355,5kuxm06ltfO1Rj9j5UQewf,Los Tigrillos,"banda,cumbia sonorense,musica costena,musica mexicana,norteno,tejano",latin
356,4aN7T7NNFFMRJgVbRPne8q,Bohnes,"dark r&b,rebel blues",nonlatin
357,1INuLZXjjVbcJRyWvD1iSq,Jack & Jack,"pop,teen pop",nonlatin
358,58MLl9nC29IXbE4nEtuoP2,Alex & Sierra,"pop,post-teen pop",nonlatin
359,7dQoFvAqR6Zd414icQaatx,Combo Latin,none,unknown
360,7jZMxhsB8djyIbYmoiJSTs,Kiana Ledé,"pop r&b,r&b",nonlatin
361,7LImGq5KnzQobZciDJpeJb,Charlotte Lawrence,alt z,nonlatin
362,4IWBUUAFIplrNtaOHcJPRM,James Arthur,"pop,talent show,uk pop",nonlatin
363,2WzaAvm2bBCf4pEhyuDgCY,Ruth B.,"alt z,canadian contemporary r&b,canadian pop,pop",nonlatin
364,1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,"girl group,pop,talent show",nonlatin
365,2yqDP1QmMX6jOXgqCtNnST,Dae,none,unknown
366,1844rVKItCnHIGFNMNq2BF,Wes,none,unknown
367,61i5hkPM85ZcIxRsg61Hkl,Kendyle Paige,dark r&b,nonlatin
368,1KCSPY1glIKqW2TotWuXOR,P!nk,"dance pop,pop",nonlatin
369,58GNHTqgNesANvRuoKzCwX,Malu Trevejo,none,unknown
370,1ef7Y06MRVT7HfRdJDHBOG,Brad & Rebekah,"pop worship,worship",nonlatin
371,3gIRvgZssIb9aiirIg0nI3,Jeremy Zucker,"alt z,electropop,pop",nonlatin
372,5Y8eJDj37KhaEeqbVO7Ag1,PRETTYMUCH,"boy band,post-teen pop,teen pop",nonlatin
373,2AsusXITU8P25dlRNhcAbG,Gotye,australian pop,nonlatin
374,6hk7Yq1DU9QcCCrz9uc0Ti,Kimbra,"bergen indie,electropop,nz pop",nonlatin
375,1Hsdzj7Dlq2I7tHP7501T4,Niall Horan,pop,nonlatin
376,5vBSrE1xujD2FXYRarbAXc,Years & Years,"dance pop,gauze pop,pop,pop dance,uk pop",nonlatin
377,3Y7RZ31TRPVadSFVy1o8os,H.E.R.,"r&b,rap",nonlatin
378,7zkwepHPyac6tCYl0fL0co,ASTN,bedroom soul,nonlatin
379,6dJeKm76NjfXBNTpHmOhfO,Selena Gomez & The Scene,pop,nonlatin
380,2g6nfqSFo2cPVrafnW85jm,Andreas Moss,scandipop,nonlatin
381,0uioawxHyc6pgvbUCq510I,Melanie Pfirrman,none,unknown
382,3JKrNnhjEv9h3fyKhQpylb,Aidan Martin,uk pop,nonlatin
383,4MB9CqgEa0TtpVSEkoSlW1,Blake McGrath,canadian pop,nonlatin
384,7wFDo161xYdeaiLz3KIHoM,Gallant,alternative r&b,nonlatin
385,59mjRp0i1B8oWSSMmGWJlJ,Ansel Elgort,"post-teen pop,teen pop",nonlatin
386,40LHVA5BTQp9RxHOQ9JPYj,Lauren Daigle,"ccm,christian alternative rock,christian music",nonlatin
387,2wUjUUtkb5lvLKcGKsKqsR,Alessia Cara,"canadian contemporary r&b,canadian pop,pop",nonlatin
388,6eYFryfcEu3QSq59D62wZQ,Brendon Urie,none,unknown
389,5F1aoppMtU3OMiltO8ymJ2,Hugh Jackman,"hollywood,show tunes",nonlatin
390,4HLVASaI7mpSxzIGZSRJVa,Roadtrip,"social media pop,teen pop",nonlatin
391,5NhgsV7qPWHZqYEMKzbYvo,Faouzia,"alt z,canadian pop",nonlatin
392,6jEiUoyyJNPHzSR0Nib6HX,Walk off the Earth,"canadian rock,pop rock",nonlatin
393,0B3N0ZINFWvizfa8bKiz4v,James TW,"british singer-songwriter,uk pop",nonlatin
394,0LyOADBjj28cbvJWTXUEGA,Loren Allred,"deep talent show,hollywood,movie tunes",nonlatin
395,4K9aclpXgCPNFGEqRlFPal,Peter Manos,none,unknown
396,0PFtn5NtBbbUNbU9EAmIWF,TOTO,"album rock,classic rock,hard rock,mellow gold,rock,soft rock,yacht rock",nonlatin
397,5JMLG56F1X5mFmWNmS0iAp,Chelsea Cutler,alt z,nonlatin
398,4phGZZrJZRo4ElhRtViYdl,Jason Mraz,"acoustic pop,dance pop,neo mellow,pop",nonlatin
399,5xkAtLTf309LAGZTbvULBn,Ruel,"alt z,australian alternative pop,pop",nonlatin
400,5fywYLnKJi950Y5yMqavxm,Etham,singer-songwriter pop,nonlatin
401,3KedxarmBCyFBevnqQHy3P,Jessie Reyez,"canadian contemporary r&b,canadian pop",nonlatin
402,0x3PXj1WnuW7YsBxQK57xM,Ruben,norwegian pop,nonlatin
403,7gHscNMDI8FF8pcgrV8eIn,Matt Maeson,pov: indie,nonlatin
404,2nJYGgfTf2846LtVB3AES8,Plested,"indie anthem-folk,singer-songwriter pop",nonlatin
405,6AcOTCYBMvjKYy4zms0kaC,Banda El Recodo,"banda,banda sinaloense,musica mexicana,norteno",latin
406,2C6i0I5RiGzDKN9IAF8reh,Banda MS de Sergio Lizárraga,"banda,musica mexicana,norteno",latin
407,5D3muNJhYYunbRkh3FKgX0,Chord Overstreet,acoustic pop,nonlatin
408,5L6QAKAkdJIPLsNbItZ2KF,El Trono de Mexico,"banda,duranguense,grupera,musica mexicana,norteno",latin
409,4bPiOPI4V99cepEftvBYak,Banda Los Recoditos,"banda,musica mexicana,norteno",latin
410,4hwbEkmTTgBuc7sYVKA5PN,Ben Lawrence,none,unknown
411,5j9R5dTGerKvdXopZnfJh9,Ramon Ayala Y Sus Bravos Del Norte,"musica mexicana,norteno",latin
412,4LFOoXhMhnq9U8VsZkSwxl,Edwin Luna y La Trakalosa de Monterrey,"banda,musica mexicana,norteno,sad sierreno",latin
413,543ccHFPnZfJMD8tRGPtu7,James Smith,uk pop,nonlatin
414,2aZtzjAzD8fq3OhZ9egqda,Alacranes Musical,"duranguense,musica mexicana",latin
415,0UWZUmn7sybxMCqrw9tGa7,Juanes,"colombian pop,latin pop,mexican pop,rock en espanol",latin
416,3hYtANQYrE6pd2PbtEyTIy,Los Tigres Del Norte,"banda,musica mexicana,norteno,ranchera",latin
417,4EzkuveR9pLvDVFNx6foYD,James Bay,"neo mellow,pop,uk pop",nonlatin
418,2gRP1Ezbtj3qrERnd0XasU,Camila,"latin arena pop,latin pop",latin
419,3smfreCkyJt7bShaTYpG77,Carlos Baute,"latin pop,spanish pop",latin
420,368rTiMKMrz3b03az6B14w,Marta Sánchez,"latin pop,spanish pop",latin
421,5C4PDR4LnhZTbVnKWXuDKD,Morat,"colombian pop,latin viral pop",latin
422,7plUpXSFcSJUZSiZAoXqr1,Ximena Sariñana,"cantautora mexicana,latin alternative,latin pop,mexican pop,mexican rock",latin
423,77aLk6J8ofnVxa1eXK9jiU,Matisse,"latin arena pop,mexican pop",latin
424,1mX1TWKpNxDSAH16LgDfiR,Jesse & Joy,"latin arena pop,latin pop,mexican pop",latin
425,3rs3EOlJ8jyPpdGiQ9Mhub,Monchy & Alexandra,"bachata,bachata dominicana,tropical",nonlatin
426,6IE6z7DcZIT4Ml3Fh5Ivch,Selena,"mexican pop,tejano",latin
427,5M9Bb4adKAgrOFOhc05Y50,Pablo Alborán,"latin arena pop,latin pop,spanish pop",latin
428,4ebKlOJFmoNuBQLKSEGDuH,Isaac Waddington,"pop soul,uk contemporary r&b",nonlatin
429,4Kp21tQEUB0PHgNV3B86ah,Mahogany,none,unknown
430,4T2k9bgIoC8bbqjqiEl9vZ,Rhys Lewis,uk pop,nonlatin
431,23xulTZL2CvclAu5Q1eMaN,Sophia James,none,unknown
432,0XK6kT7xcZAlcYrNjOgzJe,Carla Morrison,"cantautora mexicana,mexican pop",latin
433,1jIeEiC6KkryFux23ekWmQ,Ale Zéguer,mexican pop,latin
434,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,"colombian pop,latin pop,reggaeton,reggaeton colombiano,urbano latino",latin
435,7xeM7V59cA1X8GKyKKQV87,Sin Bandera,"latin arena pop,latin pop,mexican pop",latin
436,3YbOSxo85kla7RID8ugnW3,Los Temerarios,"grupera,musica mexicana,ranchera",latin
437,2ghByd8ucnRTWceSAnAZ0G,La Original Banda El Limón de Salvador Lizárraga,"banda,musica mexicana,norteno",latin
438,24dYJ8P3YuFihvMcElFUWh,Pedro Fernández,"mariachi,ranchera",latin
439,4kYGAK2zu9EAomwj3hXkXy,JP Cooper,uk pop,nonlatin
440,7eLcDZDYHXZCebtQmVFL25,Aitana,"latin talent show,latin viral pop,spanish pop",latin
441,4PPoI9LuYeFX8V674Z1R6l,Vicente Fernández,"mariachi,ranchera",latin
442,1qto4hHid1P71emI6Fd8xi,Aventura,"bachata,bachata dominicana,latin hip hop,latin pop,tropical,urbano latino",latin
443,7j6DKwmjbxvpQO8h914uEz,Ryan Castro,"reggaeton,trap colombiano,trap latino,urbano latino",latin
444,2oQX8QiMXOyuqbcZEFsZfm,El Alfa,"dembow,rap dominicano,reggaeton,trap latino,urbano latino",latin
445,48R2gYdPKtfnfKAzhSVPUx,Migrantes,cumbia pop,latin
446,7n3wAgh1j3RRbxYzfZTQDF,Alico,none,unknown
447,1TA5sGRlKUJXBN4ZyJuDIX,Blessd,"reggaeton,urbano latino",latin
448,14zUHaJZo1mnYtn6IBRaRP,Justin Quiles,"reggaeton,trap latino,urbano latino",latin
449,1pQWsZQehhS4wavwh7Fnxd,Lenny Tavárez,"reggaeton,trap argentino,trap latino,urbano latino",latin
450,2wkoKEfS6dXwThbyTnZWFU,Mau y Ricky,"latin pop,pop venezolano,reggaeton,urbano latino",latin
451,1DxLCyH42yaHKGK3cl5bvG,Maria Becerra,pop argentino,latin
452,4EEZg8R3dxbTCCQ1DVWtHg,Bobby Pulido,"banda,grupera,musica mexicana,norteno,tejano",latin
453,3MHaV05u0io8fQbZ2XPtlC,Prince Royce,"bachata,latin hip hop,latin pop,urbano latino",latin
454,0eecdvMrqBftK0M1VKhaF4,CNCO,"boy band,latin pop,reggaeton,urbano latino",latin
455,7a0XAaPaK2aDSqa8p3QnC7,Beéle,"reggaeton colombiano,trap latino,urbano latino",latin
456,2T1aUibqR2QC2sINIDQOAK,Mambo Kingz,"reggaeton,reggaeton flow,trap latino,urbano latino",latin
457,64aJYyrXljOodnUG6jvhRD,DJ Luian,"reggaeton,reggaeton flow,trap latino,urbano latino",latin
458,0l8RtvcBMjeOqfgRSVo2d6,Grupo 5,cumbia peruana,latin
459,37BIBvfliXJpSgn10yQUJM,Mr. Naisgai,none,unknown
460,2QWIScpFDNxmS6ZEMIUvgm,Julieta Venegas,"cantautora mexicana,latin alternative,latin pop,latin rock,rock en espanol",latin
461,5bSfBBCxY8QAk4Pifveisz,La Arrolladora Banda El Limón De Rene Camacho,"banda,musica mexicana,norteno",latin
462,3bvfu2KAve4lPHrhEFDZna,Lola Indigo,"latin viral pop,spanish pop",latin
463,7vXDAI8JwjW531ouMGbfcp,TINI,"latin pop,latin viral pop,pop argentino",latin
464,5LeiVcEnsZcwc133TUhJNW,Belinda,"latin arena pop,latin pop,mexican pop",latin
465,4vhNDa5ycK0ST968ek7kRr,Carlos Vives,"colombian pop,latin pop,vallenato",latin
466,0XwVARXT135rw8lyw1EeWP,Christian Nodal,"mariachi,musica mexicana,ranchera",latin
467,5lwmRuXgjX8xIwlnauTZIP,Romeo Santos,"bachata,latin hip hop,latin pop,urbano latino",latin
468,0KPX4Ucy9dk82uj4GpKesn,Dalex,"r&b en espanol,reggaeton,trap latino,urbano latino",latin
469,3fZk3Gm5dN5v5yfYMQ04Bx,Dímelo Flow,"reggaeton,reggaeton flow,urbano latino",latin
470,0ZwjmGhps2YvUMzB7ihFV8,Adrian Bello,peruvian indie,latin
471,33ScadVnbm2X8kkUqOkC6Z,Don Omar,"latin hip hop,puerto rican pop,reggaeton,trap latino,urbano latino",latin
472,62YF0FglEltB3CnVIjoko8,Ingratax,"concurso de talentos argentino,latin viral pop,urbano mexicano",latin
473,43qxAkuKFB6fMNSeS5dO7Z,Ana Bárbara,"grupera,mexican pop,musica mexicana",latin
474,7slfeZO9LsJbWgpkIoXBUJ,Ricky Martin,"latin pop,mexican pop,puerto rican pop",latin
475,7pbDxGE6nQSZVfiFdq9lOL,Rex Orange County,"bedroom pop,pov: indie",nonlatin
476,21451j1KhjAiaYKflxBjr1,Zion & Lennox,"reggaeton,urbano latino",latin
477,3LKXWvXFWrkwUzJWxzwVpW,Tony Dize,"reggaeton,urbano latino",latin
478,0MoaBi6dSquXp6rrlqlF8R,Buscabulla,"latintronica,puerto rican indie",latin
479,2jSGzJw0ebJLu7OLVSOcBP,Plan B,"reggaeton,trap latino,urbano latino",latin
