,spotify_id,artist_id,track_name,album_name,artist_name,date,duration,pop,genres,year,is_latin,artist_latin_status
25,5Gu0PDLN4YJeW75PpBSg9p,3b8QkneNDz4JHKKKlLgYZg,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",Florida Georgia Line,2017-09-08,174800,78,pop dance,2018,nonlatin,nonlatin
26,5Gu0PDLN4YJeW75PpBSg9p,3b8QkneNDz4JHKKKlLgYZg,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",Florida Georgia Line,2017-09-08,174800,78,progressive electro house,2018,nonlatin,nonlatin
27,5Gu0PDLN4YJeW75PpBSg9p,3b8QkneNDz4JHKKKlLgYZg,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",Florida Georgia Line,2017-09-08,174800,78,contemporary country,2018,nonlatin,nonlatin
28,5Gu0PDLN4YJeW75PpBSg9p,3b8QkneNDz4JHKKKlLgYZg,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",Florida Georgia Line,2017-09-08,174800,78,country,2018,nonlatin,nonlatin
29,5Gu0PDLN4YJeW75PpBSg9p,3b8QkneNDz4JHKKKlLgYZg,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",Florida Georgia Line,2017-09-08,174800,78,country pop,2018,nonlatin,nonlatin
30,5Gu0PDLN4YJeW75PpBSg9p,3b8QkneNDz4JHKKKlLgYZg,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",Florida Georgia Line,2017-09-08,174800,78,country road,2018,nonlatin,nonlatin
31,5Gu0PDLN4YJeW75PpBSg9p,3b8QkneNDz4JHKKKlLgYZg,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",Florida Georgia Line,2017-09-08,174800,78,modern country rock,2018,nonlatin,nonlatin
32,5Gu0PDLN4YJeW75PpBSg9p,3b8QkneNDz4JHKKKlLgYZg,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",Florida Georgia Line,2017-09-08,174800,78,modern alternative rock,2018,nonlatin,nonlatin
33,5Gu0PDLN4YJeW75PpBSg9p,4olE3I5QU0dvSR7LIpqTXc,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",WATT,2017-09-08,174800,78,pop,2018,nonlatin,nonlatin
34,5Gu0PDLN4YJeW75PpBSg9p,4olE3I5QU0dvSR7LIpqTXc,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",WATT,2017-09-08,174800,78,dance pop,2018,nonlatin,nonlatin
35,5Gu0PDLN4YJeW75PpBSg9p,4olE3I5QU0dvSR7LIpqTXc,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",WATT,2017-09-08,174800,78,edm,2018,nonlatin,nonlatin
36,5Gu0PDLN4YJeW75PpBSg9p,4olE3I5QU0dvSR7LIpqTXc,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",WATT,2017-09-08,174800,78,pop dance,2018,nonlatin,nonlatin
37,5Gu0PDLN4YJeW75PpBSg9p,4olE3I5QU0dvSR7LIpqTXc,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",WATT,2017-09-08,174800,78,progressive electro house,2018,nonlatin,nonlatin
38,5Gu0PDLN4YJeW75PpBSg9p,4olE3I5QU0dvSR7LIpqTXc,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",WATT,2017-09-08,174800,78,contemporary country,2018,nonlatin,nonlatin
39,5Gu0PDLN4YJeW75PpBSg9p,4olE3I5QU0dvSR7LIpqTXc,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",WATT,2017-09-08,174800,78,country,2018,nonlatin,nonlatin
40,5Gu0PDLN4YJeW75PpBSg9p,4olE3I5QU0dvSR7LIpqTXc,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",WATT,2017-09-08,174800,78,country pop,2018,nonlatin,nonlatin
41,5Gu0PDLN4YJeW75PpBSg9p,4olE3I5QU0dvSR7LIpqTXc,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",WATT,2017-09-08,174800,78,country road,2018,nonlatin,nonlatin
42,5Gu0PDLN4YJeW75PpBSg9p,4olE3I5QU0dvSR7LIpqTXc,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",WATT,2017-09-08,174800,78,modern country rock,2018,nonlatin,nonlatin
43,5Gu0PDLN4YJeW75PpBSg9p,4olE3I5QU0dvSR7LIpqTXc,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",WATT,2017-09-08,174800,78,modern alternative rock,2018,nonlatin,nonlatin
44,59ljpSFcgtfWJKS3vqG27R,2wY79sveU1sp5g7SokKOiI,Pray,The Thrill Of It All (Special Edition),Sam Smith,2017-11-03,221595,1,pop,2018,nonlatin,nonlatin
45,59ljpSFcgtfWJKS3vqG27R,2wY79sveU1sp5g7SokKOiI,Pray,The Thrill Of It All (Special Edition),Sam Smith,2017-11-03,221595,1,uk pop,2018,nonlatin,nonlatin
46,6e40mgJiCid5HRAGrbpGA6,5rSXSAkZ67PYJSvpUpkOr7,I Want It That Way,The Hits--Chapter One,Backstreet Boys,2001-10-23,213600,70,boy band,2018,nonlatin,nonlatin
47,6e40mgJiCid5HRAGrbpGA6,5rSXSAkZ67PYJSvpUpkOr7,I Want It That Way,The Hits--Chapter One,Backstreet Boys,2001-10-23,213600,70,dance pop,2018,nonlatin,nonlatin
48,6e40mgJiCid5HRAGrbpGA6,5rSXSAkZ67PYJSvpUpkOr7,I Want It That Way,The Hits--Chapter One,Backstreet Boys,2001-10-23,213600,70,pop,2018,nonlatin,nonlatin
49,5I8oEqbk2ZBmQfXCrZbUFb,7n2wHs1TKAczGzO7Dd2rGr,Fallin' All In You,Shawn Mendes,Shawn Mendes,2018-05-25,235746,0,canadian pop,2018,nonlatin,nonlatin
50,5I8oEqbk2ZBmQfXCrZbUFb,7n2wHs1TKAczGzO7Dd2rGr,Fallin' All In You,Shawn Mendes,Shawn Mendes,2018-05-25,235746,0,pop,2018,nonlatin,nonlatin
51,5I8oEqbk2ZBmQfXCrZbUFb,7n2wHs1TKAczGzO7Dd2rGr,Fallin' All In You,Shawn Mendes,Shawn Mendes,2018-05-25,235746,0,viral pop,2018,nonlatin,nonlatin
52,4ROD16K3Ju9rmnYWJuzKTS,6dn6x1XOng3LOAnfTjUn77,Used to Be,Used to Be,AJ Mitchell,2017-06-16,174793,0,alt z,2018,nonlatin,nonlatin
53,4ROD16K3Ju9rmnYWJuzKTS,6dn6x1XOng3LOAnfTjUn77,Used to Be,Used to Be,AJ Mitchell,2017-06-16,174793,0,pop,2018,nonlatin,nonlatin
54,5SxkdsY1ufZzoq9iXceLw9,66CXWjxzNUsdJxJ2JdwvnR,no tears left to cry,no tears left to cry,Ariana Grande,2018-04-20,205946,1,pop,2018,nonlatin,nonlatin
55,4eWQlBRaTjPPUlzacqEeoQ,4nDoRrQiYLoBzwC5BhVJzF,Never Be the Same,Camila,Camila Cabello,2018-01-12,226973,75,dance pop,2018,nonlatin,latin
56,4eWQlBRaTjPPUlzacqEeoQ,4nDoRrQiYLoBzwC5BhVJzF,Never Be the Same,Camila,Camila Cabello,2018-01-12,226973,75,pop,2018,nonlatin,latin
57,2iLGgm4O5Hia8aSfSzXS3H,6VuMaDnrHyPL1p4EHjYLi7,If You Leave Me Now (feat. Boyz II Men),If You Leave Me Now (feat. Boyz II Men),Charlie Puth,2018-01-04,242161,0,pop,2018,nonlatin,nonlatin
58,2iLGgm4O5Hia8aSfSzXS3H,6VuMaDnrHyPL1p4EHjYLi7,If You Leave Me Now (feat. Boyz II Men),If You Leave Me Now (feat. Boyz II Men),Charlie Puth,2018-01-04,242161,0,viral pop,2018,nonlatin,nonlatin
59,2iLGgm4O5Hia8aSfSzXS3H,6VuMaDnrHyPL1p4EHjYLi7,If You Leave Me Now (feat. Boyz II Men),If You Leave Me Now (feat. Boyz II Men),Charlie Puth,2018-01-04,242161,0,boy band,2018,nonlatin,nonlatin
60,2iLGgm4O5Hia8aSfSzXS3H,6VuMaDnrHyPL1p4EHjYLi7,If You Leave Me Now (feat. Boyz II Men),If You Leave Me Now (feat. Boyz II Men),Charlie Puth,2018-01-04,242161,0,contemporary r&b,2018,nonlatin,nonlatin
61,2iLGgm4O5Hia8aSfSzXS3H,6VuMaDnrHyPL1p4EHjYLi7,If You Leave Me Now (feat. Boyz II Men),If You Leave Me Now (feat. Boyz II Men),Charlie Puth,2018-01-04,242161,0,new jack swing,2018,nonlatin,nonlatin
62,2iLGgm4O5Hia8aSfSzXS3H,6VuMaDnrHyPL1p4EHjYLi7,If You Leave Me Now (feat. Boyz II Men),If You Leave Me Now (feat. Boyz II Men),Charlie Puth,2018-01-04,242161,0,r&b,2018,nonlatin,nonlatin
63,2iLGgm4O5Hia8aSfSzXS3H,6VuMaDnrHyPL1p4EHjYLi7,If You Leave Me Now (feat. Boyz II Men),If You Leave Me Now (feat. Boyz II Men),Charlie Puth,2018-01-04,242161,0,urban contemporary,2018,nonlatin,nonlatin
64,2iLGgm4O5Hia8aSfSzXS3H,6O74knDqdv3XaWtkII7Xjp,If You Leave Me Now (feat. Boyz II Men),If You Leave Me Now (feat. Boyz II Men),Boyz II Men,2018-01-04,242161,0,pop,2018,nonlatin,nonlatin
65,2iLGgm4O5Hia8aSfSzXS3H,6O74knDqdv3XaWtkII7Xjp,If You Leave Me Now (feat. Boyz II Men),If You Leave Me Now (feat. Boyz II Men),Boyz II Men,2018-01-04,242161,0,viral pop,2018,nonlatin,nonlatin
66,2iLGgm4O5Hia8aSfSzXS3H,6O74knDqdv3XaWtkII7Xjp,If You Leave Me Now (feat. Boyz II Men),If You Leave Me Now (feat. Boyz II Men),Boyz II Men,2018-01-04,242161,0,boy band,2018,nonlatin,nonlatin
67,2iLGgm4O5Hia8aSfSzXS3H,6O74knDqdv3XaWtkII7Xjp,If You Leave Me Now (feat. Boyz II Men),If You Leave Me Now (feat. Boyz II Men),Boyz II Men,2018-01-04,242161,0,contemporary r&b,2018,nonlatin,nonlatin
68,2iLGgm4O5Hia8aSfSzXS3H,6O74knDqdv3XaWtkII7Xjp,If You Leave Me Now (feat. Boyz II Men),If You Leave Me Now (feat. Boyz II Men),Boyz II Men,2018-01-04,242161,0,new jack swing,2018,nonlatin,nonlatin
69,2iLGgm4O5Hia8aSfSzXS3H,6O74knDqdv3XaWtkII7Xjp,If You Leave Me Now (feat. Boyz II Men),If You Leave Me Now (feat. Boyz II Men),Boyz II Men,2018-01-04,242161,0,r&b,2018,nonlatin,nonlatin
70,2iLGgm4O5Hia8aSfSzXS3H,6O74knDqdv3XaWtkII7Xjp,If You Leave Me Now (feat. Boyz II Men),If You Leave Me Now (feat. Boyz II Men),Boyz II Men,2018-01-04,242161,0,urban contemporary,2018,nonlatin,nonlatin
71,77dKw8xescRmg2Fk3jr0Hv,6wwj6pIJdMJJyDQsQVtPzR,Bless the Broken Road,Under the Covers,Jess and Gabriel,2017-02-15,180809,36,social media pop,2018,nonlatin,nonlatin
72,5IF6IBPqbclVR7SQKmCIyA,57WHJIHrjOE3iAxpihhMnp,Just Like You,Just Like You,Louis Tomlinson,2017-10-12,205217,55,pop,2018,nonlatin,nonlatin
73,2BOqDYLOJBiMOXShCV1neZ,6ydoSd3N2mwgwBHtF6K7eX,Dancing On My Own,Only Human (Deluxe),Calum Scott,2018-03-09,260285,83,pop,2018,nonlatin,nonlatin
74,55S2PQgSMYAhgoTCcGCDfw,5Rl15oVamLq7FbSb0NNBNy,Youngblood,Youngblood,5 Seconds of Summer,2018-04-12,203417,70,boy band,2018,nonlatin,nonlatin
75,55S2PQgSMYAhgoTCcGCDfw,5Rl15oVamLq7FbSb0NNBNy,Youngblood,Youngblood,5 Seconds of Summer,2018-04-12,203417,70,pop,2018,nonlatin,nonlatin
76,12gnUTEnxL6PYN06RX2Je1,3iri9nBFs9e4wN7PLIetAw,imagine if,imagine if,gnash,2018-06-08,197216,0,alt z,2018,nonlatin,nonlatin
77,12gnUTEnxL6PYN06RX2Je1,3iri9nBFs9e4wN7PLIetAw,imagine if,imagine if,gnash,2018-06-08,197216,0,pop,2018,nonlatin,nonlatin
78,6lvsJDZ7336YmpBzcNGhbe,5ZsFI1h6hIdQRw2ti0hz81,fOoL fOr YoU,Mind Of Mine (Deluxe Edition),ZAYN,2016-03-25,202213,68,pop,2018,nonlatin,nonlatin
79,6lvsJDZ7336YmpBzcNGhbe,5ZsFI1h6hIdQRw2ti0hz81,fOoL fOr YoU,Mind Of Mine (Deluxe Edition),ZAYN,2016-03-25,202213,68,uk pop,2018,nonlatin,nonlatin
80,7wvYmO5QscgIDDT0eNwbYX,7n2wHs1TKAczGzO7Dd2rGr,Lost In Japan,Lost In Japan,Shawn Mendes,2018-03-23,200133,0,canadian pop,2018,nonlatin,nonlatin
81,7wvYmO5QscgIDDT0eNwbYX,7n2wHs1TKAczGzO7Dd2rGr,Lost In Japan,Lost In Japan,Shawn Mendes,2018-03-23,200133,0,pop,2018,nonlatin,nonlatin
82,7wvYmO5QscgIDDT0eNwbYX,7n2wHs1TKAczGzO7Dd2rGr,Lost In Japan,Lost In Japan,Shawn Mendes,2018-03-23,200133,0,viral pop,2018,nonlatin,nonlatin
83,0u2P5u6lvoDfwTYjAADbn4,6qqNVTkY8uBg9cP3Jd7DAH,lovely (with Khalid),lovely (with Khalid),Billie Eilish,2018-04-19,200185,91,art pop,2018,nonlatin,nonlatin
84,0u2P5u6lvoDfwTYjAADbn4,6qqNVTkY8uBg9cP3Jd7DAH,lovely (with Khalid),lovely (with Khalid),Billie Eilish,2018-04-19,200185,91,pop,2018,nonlatin,nonlatin
85,0u2P5u6lvoDfwTYjAADbn4,6qqNVTkY8uBg9cP3Jd7DAH,lovely (with Khalid),lovely (with Khalid),Billie Eilish,2018-04-19,200185,91,pop r&b,2018,nonlatin,nonlatin
86,0u2P5u6lvoDfwTYjAADbn4,6LuN9FCkKOj5PcnpouEgny,lovely (with Khalid),lovely (with Khalid),Khalid,2018-04-19,200185,91,art pop,2018,nonlatin,nonlatin
87,0u2P5u6lvoDfwTYjAADbn4,6LuN9FCkKOj5PcnpouEgny,lovely (with Khalid),lovely (with Khalid),Khalid,2018-04-19,200185,91,pop,2018,nonlatin,nonlatin
88,0u2P5u6lvoDfwTYjAADbn4,6LuN9FCkKOj5PcnpouEgny,lovely (with Khalid),lovely (with Khalid),Khalid,2018-04-19,200185,91,pop r&b,2018,nonlatin,nonlatin
89,4YutJsNwBBInE8vemufpQ8,6KImCVD70vtIoJWnq6nGn3,"Girl Crush - Recorded at Metropolis Studios, London",Spotify Singles,Harry Styles,2017-09-27,243804,71,pop,2018,nonlatin,nonlatin
90,3by8IfnW9dZ2t4pZw1WVxz,6S2OmqARrzebs0tKUEyXyp,Stone Cold,Confident,Demi Lovato,2015-01-01,191307,70,pop,2018,nonlatin,nonlatin
91,3by8IfnW9dZ2t4pZw1WVxz,6S2OmqARrzebs0tKUEyXyp,Stone Cold,Confident,Demi Lovato,2015-01-01,191307,70,post-teen pop,2018,nonlatin,nonlatin
92,4dMvtp8p5mzCCaA18dgzQy,6VuMaDnrHyPL1p4EHjYLi7,I Don't Wanna Know - Live from Spotify Studios NYC,Spotify Singles,Charlie Puth,2017-08-23,215882,51,pop,2018,nonlatin,nonlatin
93,4dMvtp8p5mzCCaA18dgzQy,6VuMaDnrHyPL1p4EHjYLi7,I Don't Wanna Know - Live from Spotify Studios NYC,Spotify Singles,Charlie Puth,2017-08-23,215882,51,viral pop,2018,nonlatin,nonlatin
94,2HGymMoOdB4ZYv0AAqYmgF,6xvpfMjWTougrRRtK7iikz,Famous,Famous,Mason Ramsey,2018-04-27,192520,42,contemporary country,2018,nonlatin,nonlatin
95,2HGymMoOdB4ZYv0AAqYmgF,6xvpfMjWTougrRRtK7iikz,Famous,Famous,Mason Ramsey,2018-04-27,192520,42,country,2018,nonlatin,nonlatin
96,0v2LUO8oTHnkjQ8MmKuXyk,66CXWjxzNUsdJxJ2JdwvnR,raindrops (an angel cried),Sweetener,Ariana Grande,2018-08-17,37640,63,pop,2018,nonlatin,nonlatin
97,2P91MQbaiQOfbiz9VqhqKQ,5JZ7CnR6gTvEMKX4g70Amv,I Like Me Better,I met you when I was 18. (the playlist),Lauv,2018-05-31,197436,12,pop,2018,nonlatin,nonlatin
98,4V6MRo0CEAC9MwAm7dkPuL,4nDoRrQiYLoBzwC5BhVJzF,Real Friends,Real Friends,Camila Cabello,2017-12-06,213932,52,dance pop,2018,nonlatin,latin
99,4V6MRo0CEAC9MwAm7dkPuL,4nDoRrQiYLoBzwC5BhVJzF,Real Friends,Real Friends,Camila Cabello,2017-12-06,213932,52,pop,2018,nonlatin,latin
100,7FyhrRNRJOZSM8IeuAx7su,2wY79sveU1sp5g7SokKOiI,Burning,The Thrill Of It All (Special Edition),Sam Smith,2017-11-03,203289,0,pop,2018,nonlatin,nonlatin
101,7FyhrRNRJOZSM8IeuAx7su,2wY79sveU1sp5g7SokKOiI,Burning,The Thrill Of It All (Special Edition),Sam Smith,2017-11-03,203289,0,uk pop,2018,nonlatin,nonlatin
102,2lCTPCXCGByWqVIqnukCmj,6wwj6pIJdMJJyDQsQVtPzR,Fresh Eyes,Under the Covers,Jess and Gabriel,2017-02-15,206213,34,social media pop,2018,nonlatin,nonlatin
103,1rqqCSm0Qe4I9rUvWncaom,20JZFwl6HVl6yg8a4H3ZqK,High Hopes,Pray for the Wicked,Panic! At The Disco,2018-06-22,190946,83,modern rock,2018,nonlatin,nonlatin
104,1rqqCSm0Qe4I9rUvWncaom,20JZFwl6HVl6yg8a4H3ZqK,High Hopes,Pray for the Wicked,Panic! At The Disco,2018-06-22,190946,83,pop,2018,nonlatin,nonlatin
105,4hTpxQ2ddv12Owtz2GnOAz,7n2wHs1TKAczGzO7Dd2rGr,Act Like You Love Me,Handwritten (Revisited),Shawn Mendes,2015-11-20,205306,50,canadian pop,2018,nonlatin,nonlatin
106,4hTpxQ2ddv12Owtz2GnOAz,7n2wHs1TKAczGzO7Dd2rGr,Act Like You Love Me,Handwritten (Revisited),Shawn Mendes,2015-11-20,205306,50,pop,2018,nonlatin,nonlatin
107,4hTpxQ2ddv12Owtz2GnOAz,7n2wHs1TKAczGzO7Dd2rGr,Act Like You Love Me,Handwritten (Revisited),Shawn Mendes,2015-11-20,205306,50,viral pop,2018,nonlatin,nonlatin
108,6FRLCMO5TUHTexlWo8ym1W,04gDigrS5kc9YWfZHwBETP,Girls Like You (feat. Cardi B) - Cardi B Version,Girls Like You (feat. Cardi B),Maroon 5,2018-05-30,235545,68,pop,2018,nonlatin,nonlatin
109,6FRLCMO5TUHTexlWo8ym1W,04gDigrS5kc9YWfZHwBETP,Girls Like You (feat. Cardi B) - Cardi B Version,Girls Like You (feat. Cardi B),Maroon 5,2018-05-30,235545,68,rap,2018,nonlatin,nonlatin
110,6FRLCMO5TUHTexlWo8ym1W,4kYSro6naA4h99UJvo89HB,Girls Like You (feat. Cardi B) - Cardi B Version,Girls Like You (feat. Cardi B),Cardi B,2018-05-30,235545,68,pop,2018,nonlatin,nonlatin
111,6FRLCMO5TUHTexlWo8ym1W,4kYSro6naA4h99UJvo89HB,Girls Like You (feat. Cardi B) - Cardi B Version,Girls Like You (feat. Cardi B),Cardi B,2018-05-30,235545,68,rap,2018,nonlatin,nonlatin
112,33KJ2xFYONOlIYDBg6wPx8,28y6CyJNkGNjJQKrlx4AmN,Personal,Talk To Ya - EP,HRVY,2017-11-30,198040,68,pop,2018,nonlatin,nonlatin
113,1OG4nxGMy72EklX2DwcN3Z,5pUo3fmmHT8bhCyHE52hA6,Bedroom Floor,Bedroom Floor,Liam Payne,2017-10-20,188346,45,pop,2018,nonlatin,nonlatin
